#,MASTER_ACCOUNT,login_count_1M,login_count_2M,login_count_3M,login_count_6M
78610,TDH988,15,37,53,105
78611,TDHK88,12,19,28,55
78612,TDK168,19,39,63,116
78613,TDPQ04,27,46,46,103
78614,TDT072,21,40,47,48
78615,TDT668,17,37,54,92
78616,TDT698,3,14,38,71
78617,TDTB54,2,11,27,27
78618,TDTD03,27,54,74,110
78619,TDV889,4,21,21,21
78620,TE0899,0,0,0,2
78621,TE1642,17,32,45,90
78622,TEDDY8,23,49,76,126
78623,TENNIS,24,51,78,141
78624,TF30YF,3,5,23,77
78625,TG0205,4,4,4,4
78626,TG0212,15,17,17,17
78627,TG0908,1,1,1,8
78628,TG1386,3,9,34,58
78629,TG1961,10,24,24,24
78630,TG1990,0,0,0,1
78631,TG2002,0,4,14,29
78632,TG2009,1,6,10,28
78633,TG5282,7,7,7,7
78634,TG6116,8,8,8,8
78635,TGB200,25,34,34,34
78636,TGNH57,0,0,0,11
78637,TH0106,0,1,7,42
78638,TH0309,27,52,74,135
78639,TH0402,23,48,71,86
78640,TH0510,27,51,74,140
78641,TH0610,1,6,11,38
78642,TH0805,26,49,75,142
78643,TH0925,0,3,5,39
78644,TH0989,22,35,50,94
78645,TH1086,17,36,44,89
78646,TH1205,0,0,1,4
78647,TH1323,21,45,68,131
78648,TH1510,1,1,3,8
78649,TH1550,1,1,3,5
78650,TH1626,19,40,63,126
78651,TH1913,28,52,78,154
78652,TH1922,3,4,5,15
78653,TH1967,22,26,26,27
78654,TH1982,2,2,6,21
78655,TH1986,23,47,72,140
78656,TH1996,0,0,1,15
78657,TH2003,22,44,65,106
78658,TH2105,0,1,3,11
78659,TH2286,4,12,26,35
78660,TH2309,22,44,67,127
78661,TH2510,14,25,41,92
78662,TH2611,2,4,4,22
78663,TH2ANH,23,47,73,141
78664,TH2OO6,23,33,33,33
78665,TH3979,20,40,67,137
78666,TH421W,4,4,4,4
78667,TH5479,22,44,67,129
78668,TH6U7U,2,2,2,2
78669,TH7556,25,50,77,152
78670,TH8436,0,4,4,12
78671,TH8894,2,5,9,21
78672,TH8989,0,2,11,45
78673,THA058,0,0,0,1
78674,THA162,9,22,43,84
78675,THA266,21,43,66,125
78676,THA368,0,2,3,12
78677,THA379,19,39,51,90
78678,THAH86,0,1,2,5
78679,THAI04,0,0,0,1
78680,THAI58,2,2,14,15
78681,THAI72,13,23,23,23
78682,THAI78,21,39,63,121
78683,THAI79,0,5,9,47
78684,THAI83,22,35,60,124
78685,THAI85,9,16,28,97
78686,THAI86,0,0,0,2
78687,THAI89,1,1,3,5
78688,THAING,1,1,1,1
78689,THALIN,24,37,51,77
78690,THAM75,0,0,0,14
78691,THAM88,1,1,1,2
78692,THAN01,13,13,13,13
78693,THAN79,18,39,62,122
78694,THANH5,23,46,68,96
78695,THANHV,25,48,73,121
78696,THAO05,0,0,0,7
78697,THAO26,1,3,3,5
78698,THAO29,13,28,35,63
78699,THAO36,15,24,34,56
78700,THAO61,0,0,0,2
78701,THAO66,3,8,8,10
78702,THAO68,26,50,74,105
78703,THAO82,19,39,61,123
78704,THAO87,0,0,0,8
78705,THAO89,0,2,4,15
78706,THAO94,21,26,26,26
78707,THAO9O,4,4,4,4
78708,THAOBO,2,2,5,14
78709,THAONV,22,44,61,123
78710,THAOTE,26,49,74,126
78711,THAT12,14,25,34,46
78712,THBK68,22,37,37,37
78713,THCH79,23,45,68,130
78714,THD975,0,0,0,5
78715,THDH20,1,5,5,5
78716,THE368,24,50,75,137
78717,THE638,0,0,0,1
78718,THE979,0,0,5,15
78719,THE998,0,3,3,34
78720,THH079,1,1,2,5
78721,THI060,21,44,68,128
78722,THI209,0,0,0,29
78723,THI533,5,8,13,47
78724,THI856,16,22,22,22
78725,THICH8,22,45,67,124
78726,THICH9,0,4,5,5
78727,THIEN8,4,5,7,30
78728,THIEN9,15,31,49,88
78729,THIENC,28,53,80,141
78730,THIMLE,14,28,51,111
78731,THINH9,13,28,41,88
78732,THINHD,22,44,71,130
78733,THK079,18,38,59,116
78734,THL357,18,28,41,95
78735,THL688,24,47,71,76
78736,THL759,0,1,1,11
78737,THL799,12,15,22,54
78738,THN086,7,11,11,11
78739,THN203,2,2,2,2
78740,THN668,0,0,0,3
78741,THN688,12,34,50,71
78742,THNH28,0,0,0,9
78743,THO173,0,0,1,3
78744,THO468,1,3,5,5
78745,THOA07,1,1,1,1
78746,THOA66,24,48,72,142
78747,THOA77,0,0,0,4
78748,THOA82,1,1,4,11
78749,THOA88,26,49,75,144
78750,THOA89,27,56,86,162
78751,THOA99,25,48,71,138
78752,THOAUC,2,3,9,10
78753,THOAVT,2,2,2,7
78754,THOC20,3,25,48,77
78755,THOI96,16,27,36,53
78756,THOM05,7,22,31,83
78757,THOM93,14,32,45,90
78758,THONG1,14,23,38,84
78759,THPD24,9,19,34,49
78760,THQA68,23,45,69,114
78761,THRUBY,13,38,62,119
78762,THSKSB,1,1,1,1
78763,THT168,22,44,71,143
78764,THT579,8,8,8,8
78765,THTB11,0,8,8,8
78766,THTH97,25,53,80,110
78767,THTHAO,0,2,13,59
78768,THTT76,2,3,6,35
78769,THU075,22,47,67,110
78770,THU141,3,8,14,43
78771,THU159,4,10,15,37
78772,THU284,0,2,25,84
78773,THU328,23,46,69,131
78774,THU368,2,6,8,17
78775,THU379,0,1,1,6
78776,THU503,23,44,56,85
78777,THU578,3,14,19,50
78778,THU668,3,7,11,34
78779,THU686,17,29,40,66
78780,THU688,25,48,78,145
78781,THU910,0,0,0,4
78782,THU981,22,45,69,132
78783,THU982,20,42,65,129
78784,THUAN8,6,10,14,45
78785,THUBUI,25,49,74,135
78786,THUC79,15,26,40,92
78787,THUC90,4,9,14,42
78788,THUC93,24,48,72,141
78789,THUY07,0,0,0,19
78790,THUY16,0,0,0,10
78791,THUY29,1,1,2,7
78792,THUY36,5,8,18,54
78793,THUY39,1,1,1,1
78794,THUY58,0,9,16,23
78795,THUY62,3,4,10,30
78796,THUY66,1,1,1,5
78797,THUY71,15,38,57,64
78798,THUY77,16,20,27,66
78799,THUY79,22,44,67,127
78800,THUY83,0,3,6,27
78801,THUY86,24,43,64,132
78802,THUY87,20,39,63,120
78803,THUY93,15,16,16,16
78804,THUY95,15,15,15,15
78805,THUYAN,1,1,1,3
78806,THUYDN,21,35,35,35
78807,THUYET,1,1,1,1
78808,THUYEU,0,8,15,15
78809,THUYNV,23,46,65,89
78810,THUYVU,0,1,3,4
78811,THYHAG,0,1,3,11
78812,THYV11,24,40,63,99
78813,TI3139,6,12,18,51
78814,TI6697,0,2,4,23
78815,TI8773,0,0,0,1
78816,TI9125,0,0,15,17
78817,TI9237,1,5,5,21
78818,TIEN08,21,43,66,125
78819,TIEN18,19,19,19,19
78820,TIEN21,21,44,61,67
78821,TIEN59,0,1,3,46
78822,TIEN69,0,0,0,4
78823,TIEN74,9,17,28,90
78824,TIEN77,7,15,19,47
78825,TIEN88,1,1,2,4
78826,TIEN92,1,1,1,5
78827,TIEN94,22,44,69,134
78828,TIENCK,22,35,39,39
78829,TIENNB,16,40,59,90
78830,TIENTV,29,56,81,154
78831,TIEP12,10,21,37,91
78832,TIGERR,1,3,8,27
78833,TIKTOK,14,30,54,114
78834,TIN139,3,3,3,3
78835,TIN254,6,12,17,65
78836,TIN398,2,3,6,14
78837,TIN962,29,58,87,144
78838,TIN991,0,9,9,10
78839,TINA93,0,9,11,33
78840,TINH11,7,7,7,7
78841,TINH12,4,5,14,22
78842,TINH69,0,0,1,1
78843,TINH70,21,44,71,136
78844,TINH73,22,44,68,127
78845,TINH87,22,43,65,97
78846,TINNG7,20,31,49,96
78847,TK0055,4,9,17,50
78848,TK0210,11,15,15,15
78849,TK0268,2,5,6,15
78850,TK0297,8,13,26,45
78851,TK0410,1,2,3,7
78852,TK0516,27,51,75,139
78853,TK0606,8,25,47,67
78854,TK0610,20,40,63,128
78855,TK0628,2,4,18,48
78856,TK0705,22,45,67,128
78857,TK0707,18,30,41,70
78858,TK0776,0,15,36,79
78859,TK0803,1,6,9,43
78860,TK1203,11,31,49,53
78861,TK1368,5,9,9,9
78862,TK1471,25,35,38,57
78863,TK1612,6,30,37,37
78864,TK1708,0,0,0,2
78865,TK1709,0,0,7,11
78866,TK1736,19,43,57,95
78867,TK1809,26,52,79,151
78868,TK1908,0,0,0,3
78869,TK1975,22,38,38,38
78870,TK1998,21,22,22,22
78871,TK2002,7,14,14,14
78872,TK2012,19,39,62,115
78873,TK2268,0,12,19,54
78874,TK2291,0,0,2,5
78875,TK2346,12,21,29,47
78876,TK2412,21,21,21,21
78877,TK2479,0,0,7,14
78878,TK2612,9,16,27,68
78879,TK2706,0,0,0,2
78880,TK2868,0,0,0,1
78881,TK2882,4,4,5,9
78882,TK3096,13,18,33,61
78883,TK4123,9,26,49,83
78884,TK5689,18,36,56,109
78885,TK6258,1,1,18,79
78886,TK6696,25,33,34,34
78887,TK6836,3,6,7,18
78888,TK6899,4,5,8,20
78889,TK8092,19,38,56,106
78890,TK8186,10,31,52,97
78891,TK8386,22,37,37,37
78892,TK8398,22,42,53,59
78893,TK8528,22,48,73,127
78894,TK8743,12,23,41,75
78895,TK9189,11,31,58,108
78896,TK9568,23,46,70,133
78897,TK9889,3,3,3,3
78898,TK9969,26,46,64,112
78899,TKCK61,3,5,8,63
78900,TKCKDL,18,36,36,52
78901,TKD668,28,44,44,44
78902,TKH199,2,4,6,18
78903,TKH683,3,3,3,3
78904,TKL574,22,45,63,86
78905,TKL980,17,33,51,95
78906,TKMB79,5,10,19,33
78907,TL0410,0,0,3,17
78908,TL0923,1,2,2,12
78909,TL1007,10,24,44,108
78910,TL1608,0,0,0,1
78911,TL1645,23,45,69,128
78912,TL2912,1,7,15,58
78913,TL3661,1,3,6,13
78914,TL3699,17,35,56,101
78915,TL6868,24,47,72,138
78916,TL6879,0,1,20,80
78917,TL7550,20,41,58,88
78918,TL9988,8,14,17,30
78919,TLAL74,13,35,54,101
78920,TLH688,0,0,0,37
78921,TLH889,22,44,61,116
78922,TLIS97,2,18,44,101
78923,TLN101,1,3,10,22
78924,TLS134,10,12,17,42
78925,TM0509,1,1,1,2
78926,TM3979,0,1,1,6
78927,TM3987,0,2,2,3
78928,TM6879,4,6,7,9
78929,TMC983,22,38,61,124
78930,TMD199,11,14,17,26
78931,TMD911,0,3,3,3
78932,TMH185,9,13,13,13
78933,TMH599,19,40,59,92
78934,TMH961,1,4,4,5
78935,TMH979,26,47,71,99
78936,TMHUNG,24,48,65,65
78937,TML215,12,23,43,101
78938,TMLUAN,7,27,37,37
78939,TMT004,3,6,10,36
78940,TMT028,11,11,11,11
78941,TMT968,4,7,13,33
78942,TMT999,21,43,66,128
78943,TMTP83,28,28,28,28
78944,TN0141,5,6,7,26
78945,TN0710,2,11,28,71
78946,TN1512,6,11,22,50
78947,TN1689,1,6,19,39
78948,TN1708,21,46,67,87
78949,TN1808,1,8,11,34
78950,TN1973,30,55,80,147
78951,TN1979,22,44,69,130
78952,TN228K,3,3,3,3
78953,TN2368,0,0,2,17
78954,TN2686,13,17,24,43
78955,TN7483,21,37,50,86
78956,TN9262,4,7,9,13
78957,TN9968,5,23,39,66
78958,TN9983,17,25,34,82
78959,TN9999,12,12,12,12
78960,TNAKVN,3,3,4,7
78961,TNAM74,3,6,14,73
78962,TNEU90,17,18,20,45
78963,TNGB69,12,27,47,89
78964,TNGN27,0,0,22,84
78965,TNH268,3,4,7,31
78966,TNH579,5,13,29,88
78967,TNH688,6,9,15,42
78968,TNH988,2,2,7,13
78969,TNHUNG,0,2,14,43
78970,TNHY91,6,34,47,48
78971,TNM258,1,1,1,2
78972,TNNM68,17,21,26,63
78973,TNQ168,0,1,9,72
78974,TNQANH,19,33,51,107
78975,TNT206,15,15,15,15
78976,TNT889,29,32,32,32
78977,TNT989,25,29,29,29
78978,TNTN68,8,33,46,46
78979,TNY886,4,9,29,99
78980,TO1005,11,15,27,60
78981,TO1279,1,1,1,7
78982,TO1612,0,0,0,40
78983,TO2308,14,42,67,130
78984,TO3298,14,31,57,83
78985,TO7683,21,46,67,117
78986,TO7787,21,47,71,136
78987,TO8236,5,15,26,84
78988,TO8386,3,8,19,86
78989,TOAN12,0,1,3,8
78990,TOAN13,12,38,65,138
78991,TOAN16,1,5,17,61
78992,TOAN18,21,40,63,72
78993,TOAN28,1,1,1,3
78994,TOAN66,21,45,70,92
78995,TOAN92,23,45,68,136
78996,TOANBK,2,3,3,6
78997,TOANDO,22,43,66,127
78998,TOANNH,7,7,7,7
78999,TOILA1,12,26,45,98
79000,TOM689,23,46,47,48
79001,TOM778,11,11,11,11
79002,TOMHAI,1,5,7,10
79003,TOMHUM,21,38,48,74
79004,TON039,23,45,69,126
79005,TON679,0,0,0,1
79006,TONG86,11,21,21,21
79007,TONY07,0,1,2,21
79008,TONY20,12,34,56,114
79009,TONY78,10,28,51,105
79010,TONY79,14,28,49,106
79011,TOPA13,19,29,40,79
79012,TP0593,16,29,47,92
79013,TP0805,22,42,67,124
79014,TP0868,23,45,69,127
79015,TP1368,25,48,74,143
79016,TP1990,22,45,68,128
79017,TP2133,0,0,0,11
79018,TP2672,0,2,9,9
79019,TP3103,0,2,4,19
79020,TP3838,10,16,28,82
79021,TP8029,22,45,70,139
79022,TP8200,0,2,3,37
79023,TP8436,11,24,40,89
79024,TP8868,12,15,15,15
79025,TPKL88,22,44,67,132
79026,TPN194,21,21,21,21
79027,TPN368,14,14,14,14
79028,TPN998,22,45,63,122
79029,TPP668,29,55,84,163
79030,TPQN02,2,6,10,42
79031,TPT979,12,21,41,76
79032,TPTH79,8,12,20,56
79033,TPTL68,25,50,62,62
79034,TPTPTT,13,23,23,23
79035,TQ1011,0,0,2,2
79036,TQ1189,23,46,69,128
79037,TQ1684,27,51,81,150
79038,TQ1686,0,0,0,3
79039,TQ1726,10,28,40,76
79040,TQ1811,4,4,7,59
79041,TQ1991,23,49,73,140
79042,TQ2310,1,1,2,15
79043,TQ2603,15,36,58,115
79044,TQ2608,1,1,1,1
79045,TQ4689,17,28,44,108
79046,TQ8385,2,2,3,26
79047,TQH688,3,10,21,43
79048,TQH868,14,26,41,92
79049,TQH899,25,48,71,101
79050,TQHUNG,0,7,13,24
79051,TQN266,22,45,69,92
79052,TQQ317,17,27,42,110
79053,TQT688,22,43,61,109
79054,TQT868,0,0,0,1
79055,TQT982,26,45,65,122
79056,TQTUAN,30,58,87,165
79057,TQUYEN,21,38,61,110
79058,TQV913,1,3,12,41
79059,TR0309,20,30,30,30
79060,TR0921,0,0,3,31
79061,TR0986,4,12,20,49
79062,TR1509,21,45,68,128
79063,TR1986,26,51,64,66
79064,TR2410,2,5,19,31
79065,TR2772,8,14,28,64
79066,TR4501,2,3,4,32
79067,TR562I,21,21,21,21
79068,TR9479,13,27,34,76
79069,TRA248,9,16,16,16
79070,TRA688,11,18,22,31
79071,TRACYM,16,32,47,104
79072,TRADE9,0,0,0,3
79073,TRAMHO,11,11,13,14
79074,TRAN33,7,23,23,23
79075,TRAN87,19,34,52,72
79076,TRAN88,0,0,0,2
79077,TRAN89,7,8,12,33
79078,TRAN91,12,15,19,30
79079,TRANDO,1,1,3,37
79080,TRANG0,28,51,78,138
79081,TRANG6,0,1,1,1
79082,TRANGL,2,3,4,10
79083,TRANHA,0,0,0,6
79084,TRI159,25,49,76,151
79085,TRI261,1,1,1,1
79086,TRI262,22,44,67,132
79087,TRINH1,7,15,15,15
79088,TRINH6,0,0,1,9
79089,TRIU98,23,43,43,50
79090,TRLUAN,10,34,60,134
79091,TRM168,7,22,23,34
79092,TRNHAN,5,13,17,43
79093,TRONG2,0,3,11,50
79094,TRONGD,8,15,24,33
79095,TRONGP,18,42,67,129
79096,TRT125,1,6,6,6
79097,TRTUAN,1,2,5,15
79098,TRUC39,8,8,8,8
79099,TRUC94,0,0,0,3
79100,TRUC95,23,46,69,131
79101,TRUC97,0,1,2,47
79102,TRUMP1,14,25,25,25
79103,TRUNGV,6,6,6,6
79104,TS0248,0,3,9,38
79105,TS0907,23,47,73,136
79106,TS0910,4,9,9,29
79107,TS0968,5,9,16,29
79108,TS0977,13,21,26,50
79109,TS1186,27,48,74,108
79110,TS1204,0,3,3,6
79111,TS1911,8,19,19,19
79112,TS2004,3,3,3,4
79113,TS8689,8,22,35,39
79114,TS8724,1,3,13,72
79115,TSTS11,0,1,1,1
79116,TSU084,0,15,34,87
79117,TT0110,0,1,1,1
79118,TT0982,27,48,71,109
79119,TT1199,21,41,65,126
79120,TT1688,0,0,0,1
79121,TT1980,29,56,79,152
79122,TT1989,22,44,66,127
79123,TT1995,1,2,6,38
79124,TT2002,8,21,40,71
79125,TT2012,12,33,52,62
79126,TT2311,1,6,9,22
79127,TT2417,4,8,17,56
79128,TT2512,0,0,0,1
79129,TT2968,21,35,52,54
79130,TT3868,2,15,27,62
79131,TT3979,0,8,27,67
79132,TT4848,25,48,72,134
79133,TT5541,23,47,71,134
79134,TT5692,13,22,30,61
79135,TT6697,9,9,9,9
79136,TT6869,17,32,49,113
79137,TT6886,4,8,18,29
79138,TT69TT,0,6,6,8
79139,TT7992,20,41,62,103
79140,TT8428,0,0,0,27
79141,TT9286,18,36,57,104
79142,TT9868,1,3,3,14
79143,TT98HV,0,0,1,15
79144,TT9921,3,6,9,45
79145,TTA187,21,44,67,126
79146,TTA197,1,3,14,50
79147,TTA689,16,27,42,50
79148,TTA696,6,9,11,31
79149,TTA727,0,0,0,2
79150,TTA868,29,55,84,158
79151,TTAI23,15,35,57,115
79152,TTB161,0,2,10,39
79153,TTD022,25,47,69,136
79154,TTD059,5,5,5,5
79155,TTD258,24,45,45,45
79156,TTD320,16,33,45,78
79157,TTD459,14,14,14,18
79158,TTH124,0,0,0,16
79159,TTH139,2,4,9,14
79160,TTH196,20,39,64,122
79161,TTH218,0,0,0,15
79162,TTH889,2,2,4,7
79163,TTHA56,27,37,37,37
79164,TTHL22,26,51,76,143
79165,TTHM88,22,44,67,128
79166,TTKT15,0,0,1,45
79167,TTL510,23,47,72,137
79168,TTLL87,25,48,73,141
79169,TTLT88,5,7,8,12
79170,TTLTLT,1,1,1,1
79171,TTM388,12,12,12,12
79172,TTM686,0,0,0,1
79173,TTM955,8,8,8,8
79174,TTMH80,27,57,87,151
79175,TTMP14,9,26,45,87
79176,TTN593,5,30,58,74
79177,TTN962,8,18,23,57
79178,TTNA99,9,15,20,39
79179,TTND12,22,44,65,112
79180,TTNN27,1,2,3,25
79181,TTP168,24,42,65,127
79182,TTPT68,9,9,9,9
79183,TTQT94,3,11,15,15
79184,TTS778,0,0,1,64
79185,TTS788,25,47,72,75
79186,TTS979,15,32,54,106
79187,TTT237,24,41,47,56
79188,TTT379,6,10,24,57
79189,TTT597,30,59,85,152
79190,TTT776,1,16,36,64
79191,TTT794,2,2,2,2
79192,TTT868,0,3,6,25
79193,TTTC99,10,17,17,17
79194,TTTD20,0,1,2,6
79195,TTTH66,15,16,16,16
79196,TTUU6Y,1,1,1,1
79197,TTV968,0,1,1,1
79198,TTX102,16,16,20,60
79199,TTX990,1,1,2,9
79200,TU0206,24,49,73,74
79201,TU0722,16,38,60,123
79202,TU0808,12,17,25,54
79203,TU1308,0,1,2,4
79204,TU1310,2,5,12,18
79205,TU1368,12,22,32,67
79206,TU1405,2,3,5,55
79207,TU1518,3,7,22,77
79208,TU1985,4,22,45,90
79209,TU1990,1,2,3,12
79210,TU2003,0,2,2,2
79211,TU2004,5,5,5,5
79212,TU2011,22,42,66,86
79213,TU2316,5,15,32,87
79214,TU2358,0,0,0,22
79215,TU2709,4,8,8,8
79216,TU2712,23,36,61,126
79217,TU2868,0,2,12,46
79218,TU2939,1,9,9,9
79219,TU3289,0,0,0,11
79220,TU4991,8,13,18,43
79221,TU6992,23,44,68,116
79222,TU8143,5,10,17,28
79223,TU8292,24,51,76,137
79224,TU8385,3,4,4,4
79225,TU9978,1,1,1,2
79226,TUAN02,0,1,1,34
79227,TUAN2O,4,4,4,4
79228,TUAN37,20,42,56,56
79229,TUAN58,18,38,61,115
79230,TUAN60,2,4,24,86
79231,TUAN73,4,10,20,67
79232,TUAN78,15,35,61,112
79233,TUAN81,5,25,25,25
79234,TUAN83,0,0,0,14
79235,TUAN84,8,17,17,37
79236,TUAN88,27,55,85,161
79237,TUANDT,23,47,75,144
79238,TUANH1,0,0,0,3
79239,TUANHV,5,9,22,66
79240,TUANTA,21,39,62,124
79241,TUANTT,8,22,22,22
79242,TUANVN,27,53,79,148
79243,TUANVP,7,7,7,7
79244,TUDT96,17,37,60,118
79245,TUEAN8,10,10,10,10
79246,TUETUE,27,48,73,141
79247,TUHIEN,5,18,27,68
79248,TULINH,23,36,40,40
79249,TUMIFA,18,35,59,101
79250,TUMUOI,0,0,1,1
79251,TUNG08,9,26,31,46
79252,TUNG39,26,51,75,142
79253,TUNG77,29,55,78,119
79254,TUNG79,11,21,38,70
79255,TUNG86,26,48,73,138
79256,TUNG88,0,0,2,30
79257,TUNG91,17,40,67,127
79258,TUNGHY,6,11,30,98
79259,TUNGKM,15,29,47,85
79260,TUNGLX,23,48,71,135
79261,TUNGPJ,5,10,15,22
79262,TUNGTI,1,1,1,12
79263,TUOI88,24,43,67,138
79264,TURTLE,11,11,11,11
79265,TUTHAO,8,8,8,8
79266,TUY868,2,4,4,8
79267,TUYEN1,27,49,68,138
79268,TUYEN2,10,10,10,10
79269,TUYEN5,16,22,22,22
79270,TUYEN7,25,49,74,126
79271,TUYEN8,7,11,29,46
79272,TUYEN9,3,14,21,47
79273,TUYENT,25,50,79,123
79274,TUYET8,0,0,0,43
79275,TV0674,6,11,29,86
79276,TV0806,28,55,83,158
79277,TV0809,0,3,21,51
79278,TV1505,0,1,7,10
79279,TV1612,0,0,0,12
79280,TV1974,0,0,0,7
79281,TV1988,22,44,69,135
79282,TV3995,0,0,0,5
79283,TV8632,8,13,24,54
79284,TVC188,0,0,0,1
79285,TVC194,1,2,2,5
79286,TVC688,0,0,0,6
79287,TVD063,0,0,2,4
79288,TVD369,1,1,1,2
79289,TVD404,25,50,74,153
79290,TVD889,20,39,60,129
79291,TVG192,30,39,39,39
79292,TVH128,0,0,0,10
79293,TVH141,22,43,64,64
79294,TVH201,5,5,5,5
79295,TVH389,18,33,52,119
79296,TVH688,22,22,22,22
79297,TVH881,9,12,13,49
79298,TVKT13,14,36,59,119
79299,TVL198,24,49,76,151
79300,TVP689,13,26,49,114
79301,TVQ369,25,47,71,137
79302,TVT105,3,6,18,59
79303,TVT122,14,26,34,66
79304,TVT279,10,18,34,69
79305,TVTT68,17,36,54,70
79306,TVV023,19,40,63,124
79307,TVV129,7,8,12,23
79308,TVV196,25,44,44,44
79309,TVY168,9,9,9,9
79310,TW1731,18,39,58,111
79311,TW6261,20,40,65,126
79312,TW7251,10,18,37,96
79313,TW8095,15,27,45,102
79314,TW8612,21,41,59,98
79315,TX0299,26,52,81,150
79316,TX3979,2,4,10,43
79317,TX6477,12,37,54,93
79318,TX6832,0,0,0,2
79319,TXH379,4,9,14,39
79320,TXL179,15,31,43,67
79321,TXP006,2,11,31,31
79322,TY0127,2,6,11,66
79323,TY2140,26,50,74,138
79324,TY4352,2,9,15,35
79325,TY6704,23,44,60,118
79326,TY7958,1,1,2,2
79327,TY9986,17,39,62,117
79328,TYH223,23,45,69,130
79329,TYUV89,1,1,1,6
79330,TZ1242,25,50,79,141
79331,TZ7980,15,31,45,103
79332,TZ9158,14,21,30,80
79333,U00361,0,0,0,26
79334,U02424,3,4,5,7
79335,U04570,0,0,0,5
79336,U07166,25,50,74,104
79337,U07534,12,29,42,97
79338,U08367,5,9,11,32
79339,U11933,6,6,6,6
79340,U22361,26,53,81,144
79341,U22622,18,40,62,124
79342,U23206,1,2,2,4
79343,U24392,12,21,35,68
79344,U26308,30,59,89,167
79345,U26839,0,1,1,4
79346,U29155,4,7,10,29
79347,U29895,16,35,55,112
79348,U33321,3,15,32,92
79349,U33656,6,7,11,25
79350,U35801,16,31,50,93
79351,U4499H,21,44,68,131
79352,U53477,12,13,13,13
79353,U58069,0,0,2,2
79354,U59813,6,18,40,99
79355,U74079,23,46,70,131
79356,U77179,4,9,12,20
79357,U79200,5,5,5,24
79358,U81526,4,21,44,87
79359,U85027,18,38,54,108
79360,U8827D,2,2,2,2
79361,U89070,26,53,83,161
79362,UA1224,1,1,1,7
79363,UA2862,0,0,0,15
79364,UA3179,15,34,53,116
79365,UA3954,1,2,3,37
79366,UA6418,21,25,28,48
79367,UA7345,1,2,2,2
79368,UA7499,3,6,7,53
79369,UBTKUN,0,0,2,2
79370,UC4681,0,4,4,13
79371,UC5562,22,44,67,126
79372,UC6101,7,7,7,7
79373,UC6339,20,46,69,130
79374,UD8748,0,0,0,21
79375,UD9458,6,19,33,61
79376,UE0415,2,4,6,26
79377,UE4858,26,52,76,148
79378,UG2340,8,8,11,20
79379,UG2365,6,8,20,65
79380,UH1269,22,44,66,109
79381,UH1991,0,0,15,47
79382,UI2871,2,4,4,7
79383,UI4041,25,49,58,71
79384,UI5453,23,47,70,132
79385,UI6038,3,21,36,58
79386,UJ1630,26,51,75,150
79387,UJ1730,0,0,0,3
79388,UJ4052,0,0,1,1
79389,UJ6320,3,13,21,30
79390,UJ7798,19,39,63,119
79391,UK0803,23,45,68,127
79392,UL1883,3,4,5,48
79393,UL4023,28,57,87,166
79394,UL4267,26,48,73,141
79395,UM4353,6,9,14,59
79396,UM4900,4,9,12,22
79397,UN0106,3,4,8,12
79398,UN0109,1,1,3,16
79399,UN4806,2,12,27,38
79400,UN4990,0,0,1,22
79401,UN5236,1,1,2,3
79402,UN8550,19,36,58,108
79403,UNG991,2,2,2,2
79404,UNTI91,16,24,38,83
79405,UO0376,22,44,68,125
79406,UO3550,15,25,37,50
79407,UO8010,22,39,63,126
79408,UO8018,0,0,0,6
79409,UOC121,3,6,17,31
79410,UP6990,22,44,67,115
79411,UPP529,10,13,20,42
79412,UQ6755,13,28,41,95
79413,UQ8007,0,0,0,1
79414,UR7399,4,4,6,19
79415,UR8724,15,32,46,53
79416,UR9260,7,13,15,20
79417,US3966,23,38,38,38
79418,UTN977,24,48,72,134
79419,UTWYEN,4,10,12,22
79420,UU2006,22,48,73,135
79421,UU6158,0,2,2,2
79422,UU9663,26,54,71,114
79423,UUUII2,2,2,2,2
79424,UV3103,5,8,11,21
79425,UV5576,2,3,4,4
79426,UV7805,14,33,54,107
79427,UV8388,0,0,0,36
79428,UW3415,0,0,5,24
79429,UW3873,3,9,11,16
79430,UW8501,5,7,15,68
79431,UX4472,0,1,5,52
79432,UX6703,23,47,72,131
79433,UY0510,13,22,32,47
79434,UY0828,4,20,31,82
79435,UY3045,19,28,41,54
79436,UY3806,25,49,72,139
79437,UY4427,0,0,4,37
79438,UY7561,1,1,2,4
79439,UYEN62,13,29,37,68
79440,UYEN66,16,16,16,16
79441,UYENZI,0,3,3,21
79442,V01470,3,5,16,54
79443,V01711,22,46,71,135
79444,V02124,0,1,1,4
79445,V03966,1,5,8,46
79446,V04162,24,43,64,86
79447,V09011,2,5,5,19
79448,V09619,12,15,19,36
79449,V10824,1,4,6,8
79450,V11998,14,14,14,14
79451,V12802,0,0,0,15
79452,V16591,21,47,70,125
79453,V17052,30,57,86,164
79454,V18H98,17,39,57,129
79455,V19495,7,7,7,7
79456,V19688,23,44,62,122
79457,V1982V,27,50,74,92
79458,V1D2T3,12,16,16,16
79459,V1H190,23,44,68,134
79460,V1H1N9,18,34,35,35
79461,V23514,1,2,3,11
79462,V24368,0,0,0,42
79463,V26600,24,45,69,129
79464,V26812,13,23,29,64
79465,V35470,20,37,55,95
79466,V3569V,0,0,15,15
79467,V43245,25,52,79,144
79468,V48707,19,35,56,88
79469,V49007,10,20,35,66
79470,V49971,0,1,5,44
